POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
152,2010,D1,LJ,Men,"Wills III, Freddie",SR-4,Albany,,,7.25m,"23' 9.5""",,America East Championships,"May 1, 2010"
157,2010,D1,LJ,Men,"Boyd, Corryl",5,Long Island,,,7.24m,"23' 9""",,Northeast Conference Championship,"May 1, 2010"
157,2010,D1,LJ,Men,"Brunson, Robert",SR-4,Campbell,,,7.24m,"23' 9""",,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
157,2010,D1,LJ,Men,"Omoregie, Andrew",,Buffalo,,,7.24m,"23' 9""",,UNCW Seahawk Invitational,"Mar 12, 2010"
157,2010,D1,LJ,Men,"Patterson, Curtis",SO-2,Sam Houston St.,,,7.24m,"23' 9""",,Michael Johnson Classic,"Apr 17, 2010"
157,2010,D1,LJ,Men,"Plentl, Andrew",SR-4,Stephen F. Austin,,,7.24m,"23' 9""",,Rice J. Fred Duckett Twilight,"Apr 24, 2010"
157,2010,D1,LJ,Men,"Smoot Jr., Terry",JR-3,UC Riverside,,,7.24m,"23' 9""",,Big West Conference Track & Field Championships,"May 14, 2010"
157,2010,D1,LJ,Men,"Wallace, Brian",JR-3,VCU,,,7.24m,"23' 9""",,2010 CAA Track & Field Championships,"Apr 30, 2010"
164,2010,D1,LJ,Men,"Childs, Brandon",SR-4,Wichita State,,,7.23m,"23' 8.75""",,Missouri Valley Conference Championships,"May 14, 2010"
164,2010,D1,LJ,Men,"Dodd, Javin",SR-4,South Alabama,,,7.23m,"23' 8.75""",,Troy University Coach O Invitational,"Apr 24, 2010"
164,2010,D1,LJ,Men,"Pendleton, Brian",SR-4,UMBC,,,7.23m,"23' 8.75""",,America East Championships,"May 1, 2010"
164,2010,D1,LJ,Men,"Powell, Seon",SO-2,Louisville,,,7.23m,"23' 8.75""",,Border Battle,"Apr 10, 2010"
164,2010,D1,LJ,Men,"Smith, Carl",SR-4,Seton Hall,,,7.23m,"23' 8.75""",,Raleigh Relays,"Mar 26, 2010"
164,2010,D1,LJ,Men,"Stokes, Michael",JR-3,Arizona State,,,7.23m,"23' 8.75""",,2010 Arizona State Invitational,"Mar 26, 2010"
164,2010,D1,LJ,Men,"Walton, Xavier",SR-4,Tennessee St.,,,7.23m,"23' 8.75""",,Boston-Moon Classic,"Apr 10, 2010"
171,2010,D1,LJ,Men,"Rud, Ted",JR-3,North Dakota St.,,,7.21m,"23' 8""",,FSU Relays,"Mar 25, 2010"
171,2010,D1,LJ,Men,"Ruginski, Jamie",FR-1,Maine,,,7.21m,"23' 8""",,America East Championships,"May 1, 2010"
171,2010,D1,LJ,Men,"Struckman, Chris",SO-2,Weber State,,,7.21m,"23' 8""",,2010 Big Sky Conference Championships,"May 12, 2010"
171,2010,D1,LJ,Men,"White, Charles",FR-1,Northern Arizona,,,7.21m,"23' 8""",,2010 Big Sky Conference Championships,"May 12, 2010"
175,2010,D1,LJ,Men,"Banks, David",SR-4,Kentucky,,,7.20m,"23' 7.5""",,Border Battle,"Apr 10, 2010"
175,2010,D1,LJ,Men,"Chandler, Dewayne",JR-3,Charlotte,,,7.20m,"23' 7.5""",,Atlantic 10 Outdoor Championships,"May 1, 2010"
175,2010,D1,LJ,Men,"Dick, Devin",SR-4,Wichita State,,,7.20m,"23' 7.5""",,Sooner Invitational,"Apr 23, 2010"
175,2010,D1,LJ,Men,"LaRue, Brent",SR-4,Wake Forest,,,7.20m,"23' 7.5""",,ACC Outdoor Championships,"Apr 15, 2010"
175,2010,D1,LJ,Men,"Moss, Miller",SR-4,Clemson,,,7.20m,"23' 7.5""",,2010 Florida Relays,"Apr 2, 2010"
175,2010,D1,LJ,Men,"Watts, Sam",SR-4,Illinois State,,,7.20m,"23' 7.5""",,Missouri Valley Conference Championships,"May 14, 2010"
181,2010,D1,LJ,Men,"Clark, Jonathan",SR-4,UCLA,,,7.19m,"23' 7.25""",,USC vs UCLA Dual Meet,"May 1, 2010"
181,2010,D1,LJ,Men,"Dollard, Alex",SR-4,Western Carolina,,,7.19m,"23' 7.25""",,Southern Conference Championship,"Apr 24, 2010"
181,2010,D1,LJ,Men,"Green, Earnest",SO-2,LSU,,,7.19m,"23' 7.25""",,LSU Alumni Gold,"Apr 16, 2010"
181,2010,D1,LJ,Men,"Norvell, Antonio",JR-3,VCU,,,7.19m,"23' 7.25""",,Tony Waldrop Tar Heel Invitational,"May 8, 2010"
181,2010,D1,LJ,Men,"Walker, Predist",JR-3,Hampton,,,7.19m,"23' 7.25""",,MEAC Outdoor Championships,"May 6, 2010"
181,2010,D1,LJ,Men,"Whitewater, Jake",JR-3,Wis.-Milwaukee,,,7.19m,"23' 7.25""",,Horizon League Championship,"Apr 30, 2010"
187,2010,D1,LJ,Men,"Baldwin, Jared",SO-2,N. Carolina A&T,,,7.18m,"23' 6.75""",,Aggie Relays,"Apr 2, 2010"
187,2010,D1,LJ,Men,"Davis, Christopher",SR-4,Buffalo,,,7.18m,"23' 6.75""",,Mid-American Conference Outdoor Championships,"May 13, 2010"
187,2010,D1,LJ,Men,"Demer, Addison",SR-4,Minnesota,,,7.18m,"23' 6.75""",,Tom Cat Twilight,"Apr 16, 2010"
187,2010,D1,LJ,Men,"Gerald, Jarrett",SR-4,South Carolina,,,7.18m,"23' 6.75""",,Spec Towns National Team Invitational,"Apr 9, 2010"
187,2010,D1,LJ,Men,"Schur, Sam",JR-3,Sacramento St.,,,7.18m,"23' 6.75""",,UC Davis Classic,"Mar 20, 2010"
192,2010,D1,LJ,Men,"Aaronson, Chase",JR-3,Cornell,,,7.17m,"23' 6.25""",,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
192,2010,D1,LJ,Men,"Dickman, Chris",SR-4,Wichita State,,,7.17m,"23' 6.25""",,Sooner Invitational,"Apr 23, 2010"
192,2010,D1,LJ,Men,"Felix, Kurt",,Boise State,,,7.17m,"23' 6.25""",,2010 Western Athletic Conference Championships,"May 12, 2010"
192,2010,D1,LJ,Men,"Ross, Nick",,Arizona,,,7.17m,"23' 6.25""",,Double Dual (ASU-NAU-UA),"May 1, 2010"
192,2010,D1,LJ,Men,"Scott, Darius",JR-3,Southern,,,7.17m,"23' 6.25""",,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010"
192,2010,D1,LJ,Men,"Tutunjian, Stephen",SO-2,Lehigh,,,7.17m,"23' 6.25""",,Patriot League Outdoor Track & Field Championships,"Apr 30, 2010"
198,2010,D1,LJ,Men,"Carter, Tyler",SR-4,Eastern Illinois,,,7.16m,"23' 6""",,Drake Relays,"Apr 21, 2010"
198,2010,D1,LJ,Men,"Crouse, Steve",JR-3,Kentucky,,,7.16m,"23' 6""",,Border Battle,"Apr 10, 2010"
198,2010,D1,LJ,Men,"Kopp, Kyle",SO-2,Southern Utah,,,7.16m,"23' 6""",,Eccles Coliseum Spring Collegiate Meet,"May 1, 2010"
198,2010,D1,LJ,Men,"Kynard, Erik",,Kansas State,,,7.16m,"23' 6""",,2010 Kansas Relays,"Apr 14, 2010"
198,2010,D1,LJ,Men,"Lewis, Joshua",JR-3,Monmouth,,,7.16m,"23' 6""",,Northeast Conference Championship,"May 1, 2010"
198,2010,D1,LJ,Men,"Nduaguba, Ugo",JR-3,Rice,,,7.16m,"23' 6""",,Conference USA Outdoor Championships,"May 13, 2010"
198,2010,D1,LJ,Men,"Rheams, Michael",JR-3,SE Louisiana,,,7.16m,"23' 6""",,LSU Alumni Gold,"Apr 16, 2010"
205,2010,D1,LJ,Men,"Gillett, Cameron",SO-2,Long Beach St.,,,7.15m,"23' 5.5""",,Big West Conference Track & Field Championships,"May 14, 2010"
205,2010,D1,LJ,Men,"Wu, Daniel",SR-4,UMass Amherst,,,7.15m,"23' 5.5""",,Atlantic 10 Outdoor Championships,"May 1, 2010"
207,2010,D1,LJ,Men,"Cole, Alvin",SR-4,Northern Iowa,,,7.14m,"23' 5.25""",,Missouri Valley Conference Championships,"May 14, 2010"
207,2010,D1,LJ,Men,"Dupuy, Victor",SR-4,Wisconsin,,,7.14m,"23' 5.25""",,FSU Relays,"Mar 25, 2010"
209,2010,D1,LJ,Men,"Bacon, Kevin",SO-2,Central Michigan,,,7.13m,"23' 4.75""",,Raleigh Relays,"Mar 26, 2010"
209,2010,D1,LJ,Men,"Beaver, Ryan",,East Tenn. St.,,,7.13m,"23' 4.75""",,CCU Shamrock 2010,"Mar 18, 2010"
209,2010,D1,LJ,Men,"Szade, Damian",SO-2,Utah State,,,7.13m,"23' 4.75""",,2010 Western Athletic Conference Championships,"May 12, 2010"
212,2010,D1,LJ,Men,"Craddock, Omar",,Florida,,,7.12m,"23' 4.5""",,2010 Florida Relays,"Apr 2, 2010"
212,2010,D1,LJ,Men,"Cruse, Josh",SR-4,Stephen F. Austin,,,7.12m,"23' 4.5""",,North Texas Spring Classic,"Apr 10, 2010"
212,2010,D1,LJ,Men,"FitzSimons, Thomas",SR-4,Mount St. Mary's,,,7.12m,"23' 4.5""",,Northeast Conference Championship,"May 1, 2010"
212,2010,D1,LJ,Men,"Parker, Rex",SO-2,Indiana,,,7.12m,"23' 4.5""",,Indiana University Billy Hayes Invitational,"May 7, 2010"
212,2010,D1,LJ,Men,"Sykes, Jaumale",SR-4,Jackson State,,,7.12m,"23' 4.5""",,2010 SWAC Track and Field Outdoor Championship,"Apr 29, 2010"
217,2010,D1,LJ,Men,"Bergo, Adam",SR-4,Rutgers,,,7.11m,"23' 4""",,Rutgers Invitational,"May 8, 2010"
217,2010,D1,LJ,Men,"Emegano, Oscar",SR-4,UMKC,,,7.11m,"23' 4""",,2010 Nebraska Invitational,"Apr 10, 2010"
217,2010,D1,LJ,Men,"Johnson, Jason",SR-4,Miami,,,7.11m,"23' 4""",,Miami Hurricane Alumni Invitational,"Apr 10, 2010"
217,2010,D1,LJ,Men,"Swimmer, Dean",,Utah Valley,,,7.11m,"23' 4""",,2010 Utah Spring Classic,"Apr 10, 2010"
221,2010,D1,LJ,Men,"Holmes, Reynolds",SR-4,Yale,,,7.10m,"23' 3.5""",,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
221,2010,D1,LJ,Men,"Souvenir, Shawn",SR-4,Savannah State,,,7.10m,"23' 3.5""",,Charlotte 49er Classic,"Mar 18, 2010"
223,2010,D1,LJ,Men,"Bardwell, Julian",FR-1,Washington,,,7.09m,"23' 3.25""",,Brutus Hamilton Invitational,"Apr 23, 2010"
223,2010,D1,LJ,Men,"Burnett , Antonio",SR-4,USC,,,7.09m,"23' 3.25""",,2010 Ben Brown Invitational,"Mar 4, 2010"
223,2010,D1,LJ,Men,"Lang, Thomas",SR-4,Houston,,,7.09m,"23' 3.25""",,Conference USA Outdoor Championships,"May 13, 2010"
223,2010,D1,LJ,Men,"Mongoven, Quinn",SR-4,Wis.-Milwaukee,,,7.09m,"23' 3.25""",,Marquette vs UW-Milwaukee Dual,"Apr 2, 2010"
223,2010,D1,LJ,Men,"Spataro, Jamie",SR-4,Manhattan,,,7.09m,"23' 3.25""",,Princeton Sam Howell Invitational,"Apr 2, 2010"
223,2010,D1,LJ,Men,"Stephens, Marcus",SR-4,South Carolina St.,,,7.09m,"23' 3.25""",,CCU Shamrock 2010,"Mar 18, 2010"
229,2010,D1,LJ,Men,"Bettis, Phillip",JR-3,BYU,,,7.08m,"23' 2.75""",,2010 BYU Invitational,"Apr 30, 2010"
229,2010,D1,LJ,Men,"Carr, Lincoln",SO-2,South Carolina,,,7.08m,"23' 2.75""",,SEC Outdoor Track & Field Championships,"May 13, 2010"
229,2010,D1,LJ,Men,"Moore, Joshua",SR-4,Indiana,,,7.08m,"23' 2.75""",,Indiana University Billy Hayes Invitational,"May 7, 2010"
229,2010,D1,LJ,Men,"Trammel, Rolando",,Boise State,,,7.08m,"23' 2.75""",,2010 Western Athletic Conference Championships,"May 12, 2010"
229,2010,D1,LJ,Men,"Waller, Deangelo",SR-4,Grambling,,,7.08m,"23' 2.75""",,LSU Relays (College/Open),"Mar 26, 2010"
234,2010,D1,LJ,Men,"Christian, Tevarus",SR-4,Mississippi St.,,,7.07m,"23' 2.5""",,SEC Outdoor Track & Field Championships,"May 13, 2010"
234,2010,D1,LJ,Men,"DiCesare, Casey",SR-4,UCLA,,,7.07m,"23' 2.5""",,USC vs UCLA Dual Meet,"May 1, 2010"
234,2010,D1,LJ,Men,"Hopkins, Armand",SR-4,Eastern Washington,,,7.07m,"23' 2.5""",,2010 Big Sky Conference Championships,"May 12, 2010"
234,2010,D1,LJ,Men,"Ijelu, Folarin",SR-4,Pittsburgh,,,7.07m,"23' 2.5""",,Penn Relays,"Apr 20, 2010"
234,2010,D1,LJ,Men,"Marshall, Isaac",SO-2,Michigan State,,,7.07m,"23' 2.5""",,Big Ten Conference Outdoor Championships,"May 14, 2010"
234,2010,D1,LJ,Men,"Remounds, Julian",JR-3,Cornell,,,7.07m,"23' 2.5""",,Cornell Outdoor Invitational,"May 1, 2010"
234,2010,D1,LJ,Men,"Schwecke, Joey",SR-4,Minnesota,,,7.07m,"23' 2.5""",,Big Ten Conference Outdoor Championships,"May 14, 2010"
234,2010,D1,LJ,Men,"Wainwright, Jake",SR-4,Charlotte,,,7.07m,"23' 2.5""",,Charlotte Invitational,"Apr 17, 2010"
242,2010,D1,LJ,Men,"Bang, Danny",SO-2,Long Beach St.,,,7.06m,"23' 2""",,Big West Challenge,"Apr 9, 2010"
242,2010,D1,LJ,Men,"Cadet, Junior",FR-1,Western Kentucky,,,7.06m,"23' 2""",,Sun Belt Outdoor Track & Field Championships,"May 7, 2010"
242,2010,D1,LJ,Men,"Criglar, Ryan",JR-3,SE Missouri,,,7.06m,"23' 2""",,Ohio Valley Conference Championship,"Apr 30, 2010"
242,2010,D1,LJ,Men,"Decator, Jeff",SR-4,Oakland,,,7.06m,"23' 2""",,Gina Relays,"Apr 22, 2010"
242,2010,D1,LJ,Men,"Faverey, Tyrone",JR-3,Connecticut,,,7.06m,"23' 2""",,UCONN Women's Select & Men's,"Apr 17, 2010"
242,2010,D1,LJ,Men,"Green, Ray",SR-4,UC Davis,,,7.06m,"23' 2""",,Stanford Payton Jordan Cardinal Inv,"May 1, 2010"
242,2010,D1,LJ,Men,"Hudson, Cedric",JR-3,Indiana,,,7.06m,"23' 2""",,Indiana University Billy Hayes Invitational,"May 7, 2010"
242,2010,D1,LJ,Men,"Jones, Chad",,California,,,7.06m,"23' 2""",,Cal vs. Stanford Big Meet,"Apr 10, 2010"
242,2010,D1,LJ,Men,"Matthews, Caleb",FR-1,Pittsburgh,,,7.06m,"23' 2""",,Bucknell Bison Outdoor Classic,"Apr 9, 2010"
242,2010,D1,LJ,Men,"Rowe, Keith",SR-4,Sacred Heart,,,7.06m,"23' 2""",,Northeast Conference Championship,"May 1, 2010"
252,2010,D1,LJ,Men,"Adam, Philip",JR-3,Rice,,,7.05m,"23' 1.75""",,Shirley Crowe Combined Events,"Mar 17, 2010"
252,2010,D1,LJ,Men,"Bucalo, Rozle",SR-4,Northern Iowa,,,7.05m,"23' 1.75""",,Central Open,"May 7, 2010"
252,2010,D1,LJ,Men,"Carelli, John",SR-4,Penn,,,7.05m,"23' 1.75""",,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
252,2010,D1,LJ,Men,"Gonzales, Lance",SR-4,Cal St. Northridge,,,7.05m,"23' 1.75""",,Big West Conference Track & Field Championships,"May 14, 2010"
252,2010,D1,LJ,Men,"Gunter, Tysun",SR-4,Idaho State,,,7.05m,"23' 1.75""",,Eccles Coliseum Spring Collegiate Meet,"May 1, 2010"
252,2010,D1,LJ,Men,"McLarney, Shawn",SR-4,Marquette,,,7.05m,"23' 1.75""",,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
252,2010,D1,LJ,Men,"Okonta, DC",SR-4,UMKC,,,7.05m,"23' 1.75""",,Summit League Outdoor Track & Field Championships,"May 13, 2010"
252,2010,D1,LJ,Men,"Smith, Sean",SR-4,Connecticut,,,7.05m,"23' 1.75""",,2010 BIG EAST Outdoor Track & Field Championships,"Apr 30, 2010"
260,2010,D1,LJ,Men,"Cardey, Kevin",FR-1,Stanford,,,7.04m,"23' 1.25""",,Cal vs. Stanford Big Meet,"Apr 10, 2010"
260,2010,D1,LJ,Men,"Flax, Joshua",SO-2,Wisconsin,,,7.04m,"23' 1.25""",,Wisconsin Twilight,"May 8, 2010"
260,2010,D1,LJ,Men,"Llanos, Francisco",JR-3,Southern Miss.,,,7.04m,"23' 1.25""",,Southern Miss Golden Eagle Classic,"Apr 24, 2010"
260,2010,D1,LJ,Men,"McGinnis, R.J.",SR-4,Minnesota,,,7.04m,"23' 1.25""",,Big Ten Conference Outdoor Championships,"May 14, 2010"
260,2010,D1,LJ,Men,"Olamigoke, Olumide",SO-2,Indiana,,,7.04m,"23' 1.25""",,25th Jesse Owens Track Classic,"Apr 30, 2010"
260,2010,D1,LJ,Men,"Schneider, Kurt",FR-1,Michigan State,,,7.04m,"23' 1.25""",,25th Jesse Owens Track Classic,"Apr 30, 2010"
260,2010,D1,LJ,Men,"Uzoh, Anya",SR-4,Penn State,,,7.04m,"23' 1.25""",,Big Ten Conference Outdoor Championships,"May 14, 2010"
267,2010,D1,LJ,Men,"Delapp, Kendall",SO-2,N.C. Central,,,7.03m,"23' 0.75""",,Raleigh Relays,"Mar 26, 2010"
267,2010,D1,LJ,Men,"Hughes, Avian",SR-4,Tennessee St.,,,7.03m,"23' 0.75""",,Boston-Moon Classic,"Apr 10, 2010"
267,2010,D1,LJ,Men,"Johnson, Matthew",SR-4,Sam Houston St.,,,7.03m,"23' 0.75""",,Southland Conference Outdoor Championships,"May 14, 2010"
267,2010,D1,LJ,Men,"Mills, Kyle",SR-4,BYU,,,7.03m,"23' 0.75""",,2010 BYU Cougar Invitational,"Mar 31, 2010"
267,2010,D1,LJ,Men,"Taylor, Avery",SR-4,Arkansas State,,,7.03m,"23' 0.75""",,Sun Belt Outdoor Track & Field Championships,"May 7, 2010"
272,2010,D1,LJ,Men,"Alliniece, Michael",,Houston,,,7.02m,"23' 0.5""",,Rice J. Fred Duckett Twilight,"Apr 24, 2010"
272,2010,D1,LJ,Men,"Baird, Mike",SR-4,Rutgers,,,7.02m,"23' 0.5""",,Rutgers Invitational,"May 8, 2010"
272,2010,D1,LJ,Men,"Crum, Durant",SR-4,Michigan State,,,7.02m,"23' 0.5""",,31st Sun Angel Track Classic - University,"Apr 8, 2010"
272,2010,D1,LJ,Men,"Llorens, Rechard",SO-2,Northwestern St.,,,7.02m,"23' 0.5""",,Northwestern State Invitational,"May 1, 2010"
272,2010,D1,LJ,Men,"Mitchell, Reggie",SR-4,Miami (Ohio),,,7.02m,"23' 0.5""",,Charlotte 49er Classic,"Mar 18, 2010"
272,2010,D1,LJ,Men,"Moore, Enbani",SR-4,Cornell,,,7.02m,"23' 0.5""",,Cornell Big Red Open,"Apr 25, 2010"
272,2010,D1,LJ,Men,"Scott, Douglas",JR-3,North Dakota St.,,,7.02m,"23' 0.5""",,NDSU Bison Open,"Apr 9, 2010"
272,2010,D1,LJ,Men,"Sossah, Mateo",SR-4,North Carolina,,,7.02m,"23' 0.5""",,ACC Outdoor Championships,"Apr 15, 2010"
272,2010,D1,LJ,Men,"Williams, Tim",JR-3,Oakland,,,7.02m,"23' 0.5""",,Summit League Outdoor Track & Field Championships,"May 13, 2010"
281,2010,D1,LJ,Men,"Brisco, Geulien",SO-2,UTSA,,,7.01m,"23' 0""",,Southland Conference Outdoor Championships,"May 14, 2010"
281,2010,D1,LJ,Men,"Ekeocha, Collins",SR-4,Texas State,,,7.01m,"23' 0""",,Trinity Alumni Classic,"Apr 10, 2010"
281,2010,D1,LJ,Men,"Halvorson, Bryant",,North Dakota,,,7.01m,"23' 0""",,2010 Baldy Castillo Invitational,"Mar 19, 2010"
281,2010,D1,LJ,Men,"Johnson, Vincent",SR-4,Southern Illinois,,,7.01m,"23' 0""",,Ole Miss Invitational,"Apr 10, 2010"
281,2010,D1,LJ,Men,"Keller, Daniel",SR-4,North Carolina,,,7.01m,"23' 0""",,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
281,2010,D1,LJ,Men,"Poppler, Mike",SR-4,Dartmouth,,,7.01m,"23' 0""",,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
281,2010,D1,LJ,Men,"Taiwo, Jeremy",SO-2,Washington,,,7.01m,"23' 0""",,UW vs. WSU,"May 1, 2010"
288,2010,D1,LJ,Men,"Bakana, Maxim",SR-4,Southern Illinois,,,7.00m,"22' 11.75""",,Missouri Valley Conference Championships,"May 14, 2010"
288,2010,D1,LJ,Men,"Beach, Curtis",,Duke,,,7.00m,"22' 11.75""",,ACC Outdoor Championships,"Apr 15, 2010"
288,2010,D1,LJ,Men,"Fleming, Daniel",SR-4,Chicago State,,,7.00m,"22' 11.75""",,EIU Big Blue Classic,"Apr 1, 2010"
288,2010,D1,LJ,Men,"Henkelman, Scott",SR-4,Princeton,,,7.00m,"22' 11.75""",,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
292,2010,D1,LJ,Men,"Davis, Austin",JR-3,North Carolina,,,6.99m,"22' 11.25""",,Joe Hilton Carolina Fast Times,"Apr 10, 2010"
292,2010,D1,LJ,Men,"Dhein, Lee",,North Dakota St.,,,6.99m,"22' 11.25""",,Summit League Outdoor Track & Field Championships,"May 13, 2010"
292,2010,D1,LJ,Men,"Green, Terrance",SR-4,Va. Military Institute,,,6.99m,"22' 11.25""",,Big South Conference Championships,"Apr 15, 2010"
292,2010,D1,LJ,Men,"Johnson, Thremaine",JR-3,Northern Arizona,,,6.99m,"22' 11.25""",,Double Dual (ASU-NAU-UA),"May 1, 2010"
292,2010,D1,LJ,Men,"Lim, Jammar",FR-1,Rider,,,6.99m,"22' 11.25""",,MAAC Outdoor Track & Field Championships,"May 1, 2010"
292,2010,D1,LJ,Men,"Sherrill, LeAndre",SR-4,Virginia,,,6.99m,"22' 11.25""",,45th Colonial Relays,"Apr 2, 2010"
298,2010,D1,LJ,Men,"Adetula, Matt",SR-4,Boston College,,,6.98m,"22' 11""",,Raleigh Relays,"Mar 26, 2010"
298,2010,D1,LJ,Men,"Crawford, Josh",SR-4,Wichita State,,,6.98m,"22' 11""",,Missouri Valley Conference Championships,"May 14, 2010"
298,2010,D1,LJ,Men,"Deal, David",JR-3,Fresno State,,,6.98m,"22' 11""",,2010 Western Athletic Conference Championships,"May 12, 2010"
298,2010,D1,LJ,Men,"Hooper, Ted",,UC Riverside,,,6.98m,"22' 11""",,Asics Steve Scott Invitational,"May 1, 2010"
298,2010,D1,LJ,Men,"Kersh, Morris",,Mississippi,,,6.98m,"22' 11""",,Alabama Relays,"Mar 25, 2010"
298,2010,D1,LJ,Men,"Senegal, Allen",SR-4,Jackson State,,,6.98m,"22' 11""",,Georgia Tech Invitational (Division I),"May 14, 2010"
304,2010,D1,LJ,Men,"Koncki, Zachary",SR-4,UMass Amherst,,,6.97m,"22' 10.5""",,Atlantic 10 Outdoor Championships,"May 1, 2010"
304,2010,D1,LJ,Men,"Pierce, Scott",JR-3,South Carolina,,,6.97m,"22' 10.5""",,SEC Outdoor Track & Field Championships,"May 13, 2010"
304,2010,D1,LJ,Men,"Pinkelman, Chad",SR-4,South Dakota,,,6.97m,"22' 10.5""",,2010 Nebraska Invitational,"Apr 10, 2010"
304,2010,D1,LJ,Men,"York, Shayne",SR-4,Ohio State,,,6.97m,"22' 10.5""",,Indiana University Billy Hayes Invitational,"May 7, 2010"
308,2010,D1,LJ,Men,"Carter, Brandon",SR-4,Virginia,,,6.96m,"22' 10""",,Liberty University Twilight Qualifier,"Apr 29, 2010"
308,2010,D1,LJ,Men,"Joseph, Nigel",JR-3,Colorado St.,,,6.96m,"22' 10""",,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
308,2010,D1,LJ,Men,"Leutz, Weston",SR-4,North Dakota St.,,,6.96m,"22' 10""",,Mt. SAC/CA Invite Combined Events,"Apr 14, 2010"
308,2010,D1,LJ,Men,"Schaudt, Brian",SR-4,Oregon,,,6.96m,"22' 10""",,Oregon Preview,"Mar 20, 2010"
308,2010,D1,LJ,Men,"Titcombe, Ademola",SR-4,Va. Military Institute,,,6.96m,"22' 10""",,Big South Conference Championships,"Apr 15, 2010"
308,2010,D1,LJ,Men,"White, Jourdan",,Cornell,,,6.96m,"22' 10""",,Cornell Outdoor Invitational,"May 1, 2010"
308,2010,D1,LJ,Men,"Woods, Warren",SO-2,Washington,,,6.96m,"22' 10""",,Sacramento State MONDO Invitational,"Apr 17, 2010"
315,2010,D1,LJ,Men,"Bounds, Tucker",,Missouri,,,6.95m,"22' 9.75""",,Arkansas Twilight,"Apr 30, 2010"
315,2010,D1,LJ,Men,"Briggs, Andrew",SO-2,Rice,,,6.95m,"22' 9.75""",,Rice J. Fred Duckett Twilight,"Apr 24, 2010"
315,2010,D1,LJ,Men,"Cleve, Moritz",JR-3,Kansas State,,,6.95m,"22' 9.75""",,Jim Click Combined Events,"Apr 1, 2010"
315,2010,D1,LJ,Men,"England, Trevor",SR-4,Maine,,,6.95m,"22' 9.75""",,America East Championships,"May 1, 2010"
315,2010,D1,LJ,Men,"Lee, Colby",FR-1,Idaho,,,6.95m,"22' 9.75""",,Idaho Vandal Jamboree,"May 8, 2010"
315,2010,D1,LJ,Men,"Searles, Aaron",SR-4,South Carolina,,,6.95m,"22' 9.75""",,SEC Outdoor Track & Field Championships,"May 13, 2010"
315,2010,D1,LJ,Men,"Thibeaux, O'Daylon",,UL-Lafayette,,,6.95m,"22' 9.75""",,Sun Belt Outdoor Track & Field Championships,"May 7, 2010"
315,2010,D1,LJ,Men,"Will, Justin",FR-1,Wyoming,,,6.95m,"22' 9.75""",,Mountain West Outdoor Track & Field Championships,"May 12, 2010"
315,2010,D1,LJ,Men,"Willard, Lawren",JR-3,Western Carolina,,,6.95m,"22' 9.75""",,Western Carolina University Track & Field Invitational,"Apr 15, 2010"
324,2010,D1,LJ,Men,"Brown, LeRon",SR-4,Cal St. Fullerton,,,6.94m,"22' 9.25""",,2010 Ben Brown Invitational,"Mar 4, 2010"
324,2010,D1,LJ,Men,"Guthrie, William",,UC Davis,,,6.94m,"22' 9.25""",,Big West Conference Track & Field Championships,"May 14, 2010"
324,2010,D1,LJ,Men,"Shotwell, Frank",JR-3,Michigan,,,6.94m,"22' 9.25""",,Drake Relays,"Apr 21, 2010"
324,2010,D1,LJ,Men,"Trubachik, Nick",SR-4,Portland State,,,6.94m,"22' 9.25""",,2010 Big Sky Conference Championships,"May 12, 2010"
324,2010,D1,LJ,Men,"Wehr, Jordan",SR-4,North Texas,,,6.94m,"22' 9.25""",,Sun Belt Outdoor Track & Field Championships,"May 7, 2010"
329,2010,D1,LJ,Men,"Archibald, Austin",SR-4,Buffalo,,,6.93m,"22' 9""",,UNCW Seahawk Invitational,"Mar 12, 2010"
329,2010,D1,LJ,Men,"Ching, Andrew",SR-4,Dartmouth,,,6.93m,"22' 9""",,Ivy League Outdoor Track & Field Championships,"May 8, 2010"
329,2010,D1,LJ,Men,"Ryan, Chris",JR-3,Cornell,,,6.93m,"22' 9""",,Cornell Easter Weekend Open,"Apr 3, 2010"
329,2010,D1,LJ,Men,"Staples, Jonathan",SR-4,Houston Baptist,,,6.93m,"22' 9""",,Rice J. Fred Duckett Twilight,"Apr 24, 2010"
329,2010,D1,LJ,Men,"Wang Kan, Kenneth",FR-1,Harvard,,,6.93m,"22' 9""",,Brown Outdoor Invitational,"Apr 10, 2010"
329,2010,D1,LJ,Men,"Wilson, Tra",FR-1,Indiana State,,,6.93m,"22' 9""",,Purdue Open Outdoor Invitational,"Apr 23, 2010"
