POSITION,CHAMP_YEAR,DIVISION,EVENT,SEX,ATHLETE,YEAR,TEAM,TIME,TIME_SECS,MARK,CONV,POINTS,MEET,MEET DATE
6,2021,D2,PV,Women,"Kimes, Ellianne",JR-3,Grand Valley St.,,,4.21m,"13' 9.75""",,GVSU Al Owens Classic,"Apr 16, 2021"
7,2021,D2,PV,Women,"Bisotto, Elena",JR-3,Missouri Southern,,,4.16m,"13' 7.75""",,2021 Loper Twilight #1,"May 15, 2021"
8,2021,D2,PV,Women,"England, Morgan",FR-1,Findlay,,,4.13m,"13' 6.5""",,Great Midwest Outdoor Track & Field Championships,"May 5, 2021"
9,2021,D2,PV,Women,"Miller, Hannah",FR-1,Colorado Mines,,,4.11m,"13' 5.75""",,Maverick Multi & Open,"Apr 9, 2021"
10,2021,D2,PV,Women,"Huneke, Jordyn",JR-3,Northern State,,,4.10m,"13' 5.25""",,Wayne State Challenge,"May 1, 2021"
10,2021,D2,PV,Women,"Petry, Samantha",SO-2,Missouri Southern,,,4.10m,"13' 5.25""",,2021 Loper Twilight #2,"May 16, 2021"
12,2021,D2,PV,Women,"Jennings, Cassie",JR-3,Central Missouri,,,4.06m,"13' 3.75""",,2021 Loper Twilight #1,"May 15, 2021"
12,2021,D2,PV,Women,"Kluesener, Lindsey",FR-1,Findlay,,,4.06m,"13' 3.75""",,Hillsdale Last-Chance Classic,"May 13, 2021"
14,2021,D2,PV,Women,"Lander, Haven",JR-3,Pittsburg St.,,,4.05m,"13' 3.5""",,MIAA Outdoor Track & Field Championships,"May 8, 2021"
14,2021,D2,PV,Women,"Livingston, Carly",JR-3,Grand Valley St.,,,4.05m,"13' 3.5""",,GLIAC Outdoor Track & Field Championships,"May 5, 2021"
16,2021,D2,PV,Women,"Cai, Scout",SR-4,Seattle Pacific,,,4.04m,"13' 3""",,2021 Buc Scoring Invite,"Apr 30, 2021"
16,2021,D2,PV,Women,"Sveard, Minna",JR-3,TAMU-Commerce,,,4.04m,"13' 3""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
18,2021,D2,PV,Women,"White, Sierra",FR-1,Harding,,,4.02m,"13' 2.25""",,2021 Great American Conference Track & Field Championships,"Apr 15, 2021"
18,2021,D2,PV,Women,"Stimmel, Kassidie",SO-2,Grand Valley St.,,,4.02m,"13' 2.25""",,USF Bulls Invite,"Mar 19, 2021"
20,2021,D2,PV,Women,"Wagenveld, Sara",JR-3,Azusa Pacific,,,4.01m,"13' 1.75""",,Bryan Clay Invitational,"Apr 16, 2021"
21,2021,D2,PV,Women,"Joseph, Lauren",,Indianapolis,,,3.97m,"13' 0.25""",,Bellarmine Jim Vargo Invitational,"Apr 9, 2021"
22,2021,D2,PV,Women,"Gray, Abigail",SO-2,Azusa Pacific,,,3.95m,"12' 11.5""",,2021 PacWest Track & Field Championships,"Apr 30, 2021"
22,2021,D2,PV,Women,"Hill, Kealy",JR-3,Northern State,,,3.95m,"12' 11.5""",,South Dakota Tune-up,"May 7, 2021"
22,2021,D2,PV,Women,"Clark, Brittney",SO-2,Indianapolis,,,3.95m,"12' 11.5""",,GLVC Outdoor Championships,"May 6, 2021"
1,2021,D2,SP,Men,"Campbell, Rajindra",SR-4,Missouri Southern,,,19.98m,"65' 6.75""",,2021 Loper Twilight #1,"May 15, 2021"
2,2021,D2,SP,Men,"Curtiss, Nikolas",JR-3,Tiffin,,,19.78m,"64' 10.75""",,Yellow Jacket Collegiate Outdoor Invitational,"Mar 27, 2021"
3,2021,D2,SP,Men,"Casper, Ralph",JR-3,Tiffin,,,19.30m,"63' 4""",,Great Midwest Outdoor Track & Field Championships,"May 5, 2021"
4,2021,D2,SP,Men,"Scavarda, Justin",SR-4,Grand Valley St.,,,18.57m,"60' 11.25""",,GVSU Al Owens Classic,"Apr 16, 2021"
5,2021,D2,SP,Men,"Hancock, Zach",JR-3,Alabama-Huntsville,,,18.56m,"60' 10.75""",,Gulf South Outdoor Track & Field Championships,"Apr 29, 2021"
6,2021,D2,SP,Men,"Knauer, Martin",JR-3,Queens (N.C.),,,18.49m,"60' 8""",,2021 Mount Olive First Chance and Multi,"May 14, 2021"
7,2021,D2,SP,Men,"Morrison, Travis",FR-1,Emporia St.,,,18.38m,"60' 3.75""",,2021 Loper Twilight #2,"May 16, 2021"
8,2021,D2,SP,Men,"Swenson, Konner",SO-2,Pittsburg St.,,,18.33m,"60' 1.75""",,MIAA Outdoor Track & Field Championships,"May 8, 2021"
9,2021,D2,SP,Men,"Stickler, Zechariah",SO-2,Northwood (Mich.),,,18.27m,"59' 11.25""",,GVSU Extra Weekend Meet,"Apr 30, 2021"
10,2021,D2,SP,Men,"Schafer, Isaiah",SO-2,Davenport,,,18.21m,"59' 9""",,Warrior Opener,"Apr 10, 2021"
11,2021,D2,SP,Men,"Kerner, Myles",FR-1,Grand Valley St.,,,18.17m,"59' 7.5""",,GVSU Extra Weekend Meet,"Apr 30, 2021"
12,2021,D2,SP,Men,"Veidmark, Arvid",SO-2,Colorado Mines,,,17.97m,"58' 11.5""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
13,2021,D2,SP,Men,"Kelly, Turner",SR-4,So. Conn. St.,,,17.96m,"58' 11.25""",,NEICAAA Outdoor Track & Field Championships,"May 14, 2021"
14,2021,D2,SP,Men,"Sample, Cole",FR-1,Pittsburg St.,,,17.88m,"58' 8""",,2021 Loper Twilight #2,"May 16, 2021"
15,2021,D2,SP,Men,"Swadley, Nathan",SO-2,Missouri S&T,,,17.87m,"58' 7.5""",,GLVC Outdoor Championships,"May 6, 2021"
16,2021,D2,SP,Men,"Barth, Tanner",SR-4,Nebraska-Kearney,,,17.83m,"58' 6""",,2021 Loper Twilight #2,"May 16, 2021"
16,2021,D2,SP,Men,"Garr, Jordan",JR-3,Missouri Western,,,17.83m,"58' 6""",,2021 Loper Twilight #2,"May 16, 2021"
18,2021,D2,SP,Men,"Stout, Nathan",JR-3,Charleston (W.V.),,,17.77m,"58' 3.75""",,Lee University Last Chance,"May 15, 2021"
19,2021,D2,SP,Men,"Zirwas , Elliot",SR-4,Wingate,,,17.70m,"58' 1""",,Lee University Last Chance,"May 15, 2021"
20,2021,D2,SP,Men,"Mungro, Sterling",JR-3,Findlay,,,17.65m,"57' 11""",,Hillsdale Last-Chance Classic,"May 13, 2021"
21,2021,D2,SP,Men,"Gustaveson, Marcus",SR-4,Concordia-St. Paul,,,17.53m,"57' 6.25""",,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021"
22,2021,D2,SP,Men,"Draghi, Benedict",JR-3,Tiffin,,,17.44m,"57' 2.75""",,Rocket Invitational,"May 15, 2021"
23,2021,D2,SP,Men,"Berg, Tanner",SR-4,Northern State,,,17.36m,"56' 11.5""",,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021"
24,2021,D2,SP,Men,"Berecz, Hunter",JR-3,Northwood (Mich.),,,17.22m,"56' 6""",,GVSU Al Owens Classic,"Apr 16, 2021"
1,2021,D2,SP,Women,"Swoopes, Zada",JR-3,West Texas A&M,,,17.71m,"58' 1.25""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
2,2021,D2,SP,Women,"Anaraodo, Ndidiamaka",JR-3,Walsh,,,16.38m,"53' 9""",,Great Midwest Outdoor Track & Field Championships,"May 5, 2021"
3,2021,D2,SP,Women,"Burton, Ashlan",JR-3,Central Missouri,,,15.95m,"52' 4""",,2021 Loper Twilight #1,"May 15, 2021"
4,2021,D2,SP,Women,"Schmidt, Tiara",JR-3,Nebraska-Kearney,,,15.58m,"51' 1.5""",,2021 Loper Twilight #1,"May 15, 2021"
5,2021,D2,SP,Women,"Carrasco, Zoe",SO-2,Bemidji State,,,15.54m,"51' 0""",,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021"
6,2021,D2,SP,Women,"Manteuffel, Rebecca",SR-4,SW Minnesota St.,,,15.53m,"50' 11.5""",,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021"
7,2021,D2,SP,Women,"Hertz, Emma",JR-3,Sioux Falls,,,15.45m,"50' 8.25""",,South Dakota Challenge,"Apr 9, 2021"
8,2021,D2,SP,Women,"Roberts, Payton",SR-4,Missouri Southern,,,15.44m,"50' 8""",,Pittsburg State University Tune-Up,"Apr 24, 2021"
9,2021,D2,SP,Women,"Berry, Nicole",SO-2,Tiffin,,,15.30m,"50' 2.5""",,Rocket Invitational,"May 15, 2021"
10,2021,D2,SP,Women,"Taylor, Katie",SO-2,Minnesota State,,,15.29m,"50' 2""",,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021"
11,2021,D2,SP,Women,"Perron, Brea",JR-3,Minnesota State,,,15.18m,"49' 9.75""",,River City Rumble,"Apr 24, 2021"
12,2021,D2,SP,Women,"Kursinsky, Jessica",JR-3,Northwood (Mich.),,,15.05m,"49' 4.5""",,GLIAC Outdoor Track & Field Championships,"May 5, 2021"
13,2021,D2,SP,Women,"Wymer, Kylie",JR-3,Lewis,,,14.93m,"48' 11.75""",,GVSU Extra Weekend Meet,"Apr 30, 2021"
14,2021,D2,SP,Women,"Tomon, Kathleen",JR-3,Colorado Mines,,,14.92m,"48' 11.5""",,Mines FRIDAY Last Chance,"May 14, 2021"
15,2021,D2,SP,Women,"Fleming, Elizabeth",SR-4,Wheeling,,,14.91m,"48' 11""",,2021 Mount Olive Final Qualifier,"May 16, 2021"
15,2021,D2,SP,Women,"Scheil, Mckenzie",SO-2,Wayne State (Neb.),,,14.91m,"48' 11""",,2021 NSIC Outdoor Track & Field Meet,"May 13, 2021"
17,2021,D2,SP,Women,"Sawvell, Kyla",SO-2,Black Hills St.,,,14.89m,"48' 10.25""",,2021 Yellow Jacket Spring Open,"Mar 27, 2021"
18,2021,D2,SP,Women,"Copley, Brianna",SO-2,Ferris State,,,14.87m,"48' 9.5""",,Davenport Panther Classic,"Apr 24, 2021"
19,2021,D2,SP,Women,"McKinley, Jenna",JR-3,CSU-Pueblo,,,14.85m,"48' 8.75""",,WTAMU Joe Meaker Classic and Multi,"Apr 2, 2021"
20,2021,D2,SP,Women,"Maines, Nikita",SO-2,Hillsdale,,,14.84m,"48' 8.25""",,"54th Annual Hillsdale College ""GINA"" Relays","Apr 22, 2021"
21,2021,D2,SP,Women,"Straws, Alisha",JR-3,Central Missouri,,,14.74m,"48' 4.5""",,UCM Vernon Kennedy Invite,"May 1, 2021"
22,2021,D2,SP,Women,"Dockweiler, Jordan",FR-1,Nebraska-Kearney,,,14.73m,"48' 4""",,2021 Loper Twilight #1,"May 15, 2021"
23,2021,D2,SP,Women,"Osakue, Daisy",SR-4,Angelo State,,,14.72m,"48' 3.5""",,ACU Oliver Jackson Twilight,"Apr 21, 2021"
24,2021,D2,SP,Women,"Emnett, Paige",FR-1,Findlay,,,14.56m,"47' 9.25""",,Great Midwest Outdoor Track & Field Championships,"May 5, 2021"
1,2021,D2,TJ,Men,"Abbott, Dakota",JR-3,UC-Colo. Spgs.,,,15.87m,"52' 1""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
2,2021,D2,TJ,Men,"Miller, Shemar",SO-2,Benedict,,,15.76m,"51' 8.5""",,Gamecock Invitational,"Apr 10, 2021"
3,2021,D2,TJ,Men,"Rigsby, Gunner",JR-3,Colorado Mesa,,,15.70m,"51' 6.25""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
4,2021,D2,TJ,Men,"McCurdy, Lloyd",SO-2,Tiffin,,,15.68m,"51' 5.5""",,Great Midwest Outdoor Track & Field Championships,"May 5, 2021"
5,2021,D2,TJ,Men,"Richard, Peniel",JR-3,West Texas A&M,,,15.59m,"51' 1.75""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
6,2021,D2,TJ,Men,"Purnell, Spencer",SO-2,Colorado Mesa,,,15.47m,"50' 9.25""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
7,2021,D2,TJ,Men,"Tolliver, Tahje",SO-2,Southwest Baptist,,,15.42m,"50' 7.25""",,2021 Loper Twilight #1,"May 15, 2021"
8,2021,D2,TJ,Men,"Jones II, Jermel",SO-2,Azusa Pacific,,,15.29m,"50' 2""",,2021 PacWest Track & Field Championships,"Apr 30, 2021"
9,2021,D2,TJ,Men,"Carter, Asa",SR-4,Southwest Baptist,,,15.27m,"50' 1.25""",,GLVC Outdoor Championships,"May 6, 2021"
10,2021,D2,TJ,Men,"Norville, Kevin",SR-4,Washburn,,,15.26m,"50' 0.75""",,SBU Invite,"Apr 2, 2021"
10,2021,D2,TJ,Men,"Onakpoma, Oghenefejiro",SR-4,So. Conn. St.,,,15.26m,"50' 0.75""",,Jack Maloney Invitational,"Apr 30, 2021"
10,2021,D2,TJ,Men,"Broadus, Adrain",JR-3,Missouri Southern,,,15.26m,"50' 0.75""",,SBU Invite,"Apr 2, 2021"
13,2021,D2,TJ,Men,"Ross, William",SR-4,UC-Colo. Spgs.,,,15.23m,"49' 11.75""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
14,2021,D2,TJ,Men,"Santana, Axcel",SO-2,Angelo State,,,15.21m,"49' 11""",,ACU Oliver Jackson Twilight,"Apr 21, 2021"
15,2021,D2,TJ,Men,"Kemp, Shyrone",SO-2,MSU-Moorhead,,,15.20m,"49' 10.5""",,Ron Masanz Track & Field Classic,"Apr 30, 2021"
16,2021,D2,TJ,Men,"Zack, Keegan",FR-1,Lewis,,,15.19m,"49' 10""",,GLVC Outdoor Championships,"May 6, 2021"
17,2021,D2,TJ,Men,"Franklin, Trayveon",SO-2,TAMU-Commerce,,,15.15m,"49' 8.5""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
18,2021,D2,TJ,Men,"Ackah, Peter",JR-3,UC-Colo. Spgs.,,,15.12m,"49' 7.25""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
19,2021,D2,TJ,Men,"Nwagwu, Derrick",FR-1,Chadron State,,,15.10m,"49' 6.5""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
19,2021,D2,TJ,Men,"Goodwin, Christopher",JR-3,Central Missouri,,,15.10m,"49' 6.5""",,MIAA Outdoor Track & Field Championships,"May 8, 2021"
21,2021,D2,TJ,Men,"Jenkins, Brad",SR-4,Central Missouri,,,15.07m,"49' 5.5""",,SBU Invite,"Apr 2, 2021"
22,2021,D2,TJ,Men,"Etsey, Martin",JR-3,Findlay,,,15.06m,"49' 5""",,Great Midwest Outdoor Track & Field Championships,"May 5, 2021"
23,2021,D2,TJ,Men,"Rodriguez, Michael",SR-4,Angelo State,,,15.04m,"49' 4.25""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
24,2021,D2,TJ,Men,"Jackson, Taris",FR-1,Missouri Southern,,,14.97m,"49' 1.5""",,MIAA Outdoor Track & Field Championships,"May 8, 2021"
1,2021,D2,TJ,Women,"Nelloms, Taylor",FR-1,West Texas A&M,,,13.52m,"44' 4.25""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
2,2021,D2,TJ,Women,"Morris, D'Andra",JR-3,U-Mary,,,13.24m,"43' 5.25""",,Dickinson State University Blue Hawk Games,"Apr 17, 2021"
3,2021,D2,TJ,Women,"Radic, Antonija",JR-3,Angelo State,,,12.99m,"42' 7.5""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
4,2021,D2,TJ,Women,"Zanovello, Miriam",FR-1,West Texas A&M,,,12.92m,"42' 4.75""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
5,2021,D2,TJ,Women,"Topal, Annie",JR-3,New Mexico Highlands,,,12.87m,"42' 2.75""",,CSU Pueblo Spank Blasing/Open,"Mar 26, 2021"
6,2021,D2,TJ,Women,"Fraser, Za'Isha",FR-1,Lees-McRae,,,12.82m,"42' 0.75""",,Montreat College Last Chance,"May 7, 2021"
7,2021,D2,TJ,Women,"Goodwin, Kayla",FR-1,Central Missouri,,,12.65m,"41' 6""",,13th Annual David Suenram Gorilla Classic,"Apr 10, 2021"
8,2021,D2,TJ,Women,"Cardillo, Alecea",SO-2,Lewis,,,12.57m,"41' 3""",,GLVC Outdoor Championships,"May 6, 2021"
9,2021,D2,TJ,Women,"Gracia, Flore",JR-3,West Texas A&M,,,12.54m,"41' 1.75""",,Lone Star Outdoor Track & Field Championships,"May 6, 2021"
10,2021,D2,TJ,Women,"Young-Werner, Rian",SR-4,Academy of Art,,,12.53m,"41' 1.5""",,2021 PacWest Track & Field Championships,"Apr 30, 2021"
11,2021,D2,TJ,Women,"Laudizio, Anna",JR-3,Lewis,,,12.47m,"40' 11""",,Drake Relays,"Apr 22, 2021"
12,2021,D2,TJ,Women,"Hardy, Tytavia",SO-2,Mississippi College,,,12.46m,"40' 10.5""",,Lee University Last Chance,"May 15, 2021"
13,2021,D2,TJ,Women,"Mahachi, Tsitsi",SR-4,Lewis,,,12.45m,"40' 10.25""",,GLVC Outdoor Championships,"May 6, 2021"
13,2021,D2,TJ,Women,"Jouanno, Camille",SR-4,Academy of Art,,,12.45m,"40' 10.25""",,APU Last Chance Twilight,"May 14, 2021"
13,2021,D2,TJ,Women,"Ourega , Marie-Jeanne",FR-1,Academy of Art,,,12.45m,"40' 10.25""",,APU Last Chance Twilight,"May 14, 2021"
16,2021,D2,TJ,Women,"Meek, Hannah",JR-3,UC-Colo. Spgs.,,,12.41m,"40' 8.75""",,RMAC Outdoor Track & Field Championships,"Apr 30, 2021"
17,2021,D2,TJ,Women,"Andrews, Reagan",SR-4,CSU-Pueblo,,,12.37m,"40' 7""",,CSU-Pueblo Open/Early Bird,"Mar 19, 2021"
17,2021,D2,TJ,Women,"Jackson, Kiana",SO-2,Colorado Mesa,,,12.37m,"40' 7""",,Colorado Mesa Maverick Open,"Mar 26, 2021"
19,2021,D2,TJ,Women,"Childress, Auna",FR-1,Pittsburg St.,,,12.34m,"40' 6""",,SBU Invite,"Apr 2, 2021"
19,2021,D2,TJ,Women,"Ray, Jazmin",FR-1,Southwest Baptist,,,12.34m,"40' 6""",,GLVC Outdoor Championships,"May 6, 2021"
21,2021,D2,TJ,Women,"Ridenour, Meleah",JR-3,Southwest Baptist,,,12.26m,"40' 2.75""",,2021 Loper Twilight #1,"May 15, 2021"
22,2021,D2,TJ,Women,"Wilshire, Vanisha",SR-4,Wingate,,,12.23m,"40' 1.5""",,Flames Invitational,"Apr 9, 2021"
23,2021,D2,TJ,Women,"Austin, Nickeela",SR-4,Indiana (Pa.),,,12.16m,"39' 10.75""",,PAC Post Season Open,"May 12, 2021"
24,2021,D2,TJ,Women,"Modglin, Cali",JR-3,U-Mary,,,12.13m,"39' 9.75""",,Dickinson State University Last Chance,"May 6, 2021"
1,2021,D3,100,Men,"Beasley, Jah'mere",FR-1,Rowan,10:48,10.48,,,,Rowan Last Chance,"May 20, 2021"
1,2021,D3,100,Men,"Holden, Seth",JR-3,Wis.-La Crosse,10:48,10.48,,,,WIAC Outdoor Track & Field Championships,"May 7, 2021"
3,2021,D3,100,Men,"Miller, Ryan",JR-3,St. John's (Minn.),10:53,10.53,,,,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021"
4,2021,D3,100,Men,"Smith, Josh",SO-2,Loras,10:54,10.54,,,,Wartburg Outdoor Select,"Apr 9, 2021"
4,2021,D3,100,Men,"Ward, Deven",JR-3,John Carroll,10:54,10.54,,,,2021 Harrison Dillard Twilight,"May 14, 2021"
6,2021,D3,100,Men,"Rantanen, Carson",FR-1,Greenville,10:55,10.55,,,,Pacesetter Sports Invitational,"May 7, 2021"
7,2021,D3,100,Men,"Clark, Garrett",SO-2,John Carroll,10:56,10.56,,,,Baldwin Wallace Tune Up,"Apr 30, 2021"
8,2021,D3,100,Men,"Koenecke, Josh",JR-3,Wis.-La Crosse,10:57,10.57,,,,Ashton-Esten @ UW-La Crosse,"Apr 16, 2021"
8,2021,D3,100,Men,"Davis, Dereck",JR-3,Stevenson,10:57,10.57,,,,Rowan Last Chance,"May 20, 2021"
10,2021,D3,100,Men,"Ford, Dwayne",JR-3,Wis.-Whitewater,10:58,10.58,,,,Warhawk Invitational & Multi,"Apr 16, 2021"
10,2021,D3,100,Men,"Smith, Derrick",FR-1,Wartburg,10:58,10.58,,,,American Rivers Outdoor Conference Championships,"May 13, 2021"
10,2021,D3,100,Men,"Vaught, JP",FR-1,Centre,10:58,10.58,,,,NCC Dr. Keeler Track & Field Meet-2021,"May 13, 2021"
10,2021,D3,100,Men,"Thomas, Denzel",JR-3,Wis.-Oshkosh,10:58,10.58,,,,WIAC Outdoor Track & Field Championships,"May 7, 2021"
14,2021,D3,100,Men,"Grant, Jaylen",SO-2,Wis.-Oshkosh,10:6,10.6,,,,Rex Foster Twilight,"Apr 2, 2021"
15,2021,D3,100,Men,"Shands, Parnelle",FR-1,Hardin-Simmons,10:61,10.61,,,,ACU Last Chance Meet,"May 9, 2021"
16,2021,D3,100,Men,"Arthur, Kevin",FR-1,St. John's (Minn.),10:62,10.62,,,,NCAA Final Qualifier @ UW-La Crosse,"May 19, 2021"
17,2021,D3,100,Men,"Pratt, Julian",SR-4,Rowan,10:63,10.63,,,,Rowan Last Chance,"May 20, 2021"
18,2021,D3,100,Men,"Allen, Robert",JR-3,Trinity (Conn.),10:64,10.64,,,,NEICAAA Outdoor Track & Field Championships,"May 14, 2021"
19,2021,D3,100,Men,"Kothor, Olivier",SR-4,Brockport St.,10:65,10.65,,,,AARTFC Outdoor Track & Field Championships,"May 19, 2021"
19,2021,D3,100,Men,"Moore, Miles",FR-1,Shenandoah,10:65,10.65,,,,ODAC Outdoor Track & Field Championships,"Apr 30, 2021"
21,2021,D3,100,Men,"Crowder, William",FR-1,Shenandoah,10:66,10.66,,,,ODAC Outdoor Track & Field Championships,"Apr 30, 2021"
21,2021,D3,100,Men,"Lichttenegger, Kyle",SR-4,Saint Mary's (Minn.),10:66,10.66,,,,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021"
23,2021,D3,100,Men,"Sams, Amon",JR-3,Westminster (Pa.),10:67,10.67,,,,PAC Track & Field Championships,"Apr 29, 2021"
23,2021,D3,100,Men,"Jackson, Derrick",SO-2,Knox,10:67,10.67,,,,2021 Prairie Fire Invitational,"Apr 24, 2021"
1,2021,D3,100,Women,"Forsyth, Bailey",JR-3,Pacific Lutheran,11:73,11.73,,,,Northwest Conference Track & Field Championships,"May 13, 2021"
2,2021,D3,100,Women,"Ezewuzie, Favor",SR-4,Wheaton (Ill.),11:75,11.75,,,,93rd Clyde Littlefield Texas Relays,"Mar 25, 2021"
3,2021,D3,100,Women,"Coleman, Adalia",FR-1,Bridgewater (Va.),11:83,11.83,,,,ODAC Outdoor Track & Field Championships,"Apr 30, 2021"
4,2021,D3,100,Women,"Crawford, Aminah",SR-4,Beloit,11:86,11.86,,,,NCC Gregory Final Qualifier Track & Field Meet-2021,"May 19, 2021"
5,2021,D3,100,Women,"Black, Terrianna",SR-4,Loras,11:98,11.98,,,,American Rivers Outdoor Conference Championships,"May 13, 2021"
6,2021,D3,100,Women,"Armstrong, Kayla",SR-4,Concordia Univ. Chicago,11:99,11.99,,,,2021 NACC Outdoor Championships,"May 7, 2021"
7,2021,D3,100,Women,"Hyde, Andrea",SR-4,Illinois College,12:00,12.0,,,,IC True Blue Invitational,"May 1, 2021"
7,2021,D3,100,Women,"Rygiewicz, Savannah",JR-3,Wis.-La Crosse,12:00,12.0,,,,NCAA Final Qualifier @ UW-La Crosse,"May 19, 2021"
9,2021,D3,100,Women,"Bendery, Addison",SO-2,Illinois Wesleyan,12:02,12.02,,,,Illinois State Invitational,"Apr 30, 2021"
9,2021,D3,100,Women,"Bondi, Rebekah",JR-3,Emory,12:02,12.02,,,,Emory Final Qualifier,"May 19, 2021"
9,2021,D3,100,Women,"Taube, Kennedy",JR-3,George Fox,12:02,12.02,,,,Wes Cook Invite,"Apr 17, 2021"
12,2021,D3,100,Women,"Schumacher, Kendra",SR-4,Wisconsin Lutheran,12:05,12.05,,,,NCC Gregory Final Qualifier Track & Field Meet-2021,"May 19, 2021"
13,2021,D3,100,Women,"Gamble, Katelyn",FR-1,Washington and Lee,12:06,12.06,,,,ODAC Outdoor Track & Field Championships,"Apr 30, 2021"
14,2021,D3,100,Women,"Evans, Vivienne",FR-1,WPI,12:07,12.07,,,,NEWMAC Women's Track & Field Championships,"May 1, 2021"
14,2021,D3,100,Women,"Cannata, Lucia",SO-2,John Carroll,12:07,12.07,,,,Baldwin Wallace Tune Up,"Apr 30, 2021"
14,2021,D3,100,Women,"Anthony, Taylor",FR-1,John Carroll,12:07,12.07,,,,OAC Elite Meet,"Apr 17, 2021"
17,2021,D3,100,Women,"Moran, Maddie",JR-3,Nebraska Wesleyan,12:09,12.09,,,,21 Concordia Outdoor Invite,"Apr 9, 2021"
18,2021,D3,100,Women,"Walker, Margaret",JR-3,Wheaton (Mass.),12:10,12.1,,,,NEICAAA Outdoor Track & Field Championships,"May 14, 2021"
19,2021,D3,100,Women,"Rolfes, Aspen",SR-4,Nebraska Wesleyan,12:11,12.11,,,,Central-Nebraska Wesleyan-Simpson Tri-Meet,"Apr 30, 2021"
19,2021,D3,100,Women,"Rohrer, Emily",FR-1,George Fox,12:11,12.11,,,,Northwest Conference Track & Field Championships,"May 13, 2021"
19,2021,D3,100,Women,"Beeman, Alison",SR-4,Dubuque,12:11,12.11,,,,American Rivers Outdoor Conference Championships,"May 13, 2021"
19,2021,D3,100,Women,"Makope, Audrey",JR-3,St. Norbert,12:11,12.11,,,,Green Knight Invite,"May 1, 2021"
23,2021,D3,100,Women,"Edwards , Marion",SO-2,Loras,12:12,12.12,,,,American Rivers Outdoor Conference Championships,"May 13, 2021"
23,2021,D3,100,Women,"Ailes-Primes, Ya'Mia",SO-2,Dubuque,12:12,12.12,,,,American Rivers Outdoor Conference Championships,"May 13, 2021"
1,2021,D3,10000,Men,"Pangallozzi, Jared",SR-4,Johns Hopkins,29:20:29,1760.29,,,,Virginia Challenge,"Apr 16, 2021"
2,2021,D3,10000,Men,"Phillip, Alex",FR-1,John Carroll,29:30:12,1770.12,,,,2021 Sparky Adams Invitational,"Apr 2, 2021"
3,2021,D3,10000,Men,"Csorba, Frank",SO-2,Lynchburg,29:37:97,1777.97,,,,2021 Colonial Relays,"Apr 2, 2021"
4,2021,D3,10000,Men,"Cutter, Ryan",JR-3,U. of Chicago,29:43:92,1783.92,,,,UW-Whitewater Drake Alternative,"Apr 23, 2021"
5,2021,D3,10000,Men,"Mueller, Lucas",JR-3,Carleton,29:46:75,1786.75,,,,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021"
6,2021,D3,10000,Men,"Moore, Hunter",JR-3,Otterbein,29:46:77,1786.77,,,,Ohio Athletic Conference Outdoor Track & Field Championships,"May 6, 2021"
7,2021,D3,10000,Men,"Dailey, Jamie",JR-3,John Carroll,29:49:21,1789.21,,,,2021 Sparky Adams Invitational,"Apr 2, 2021"
8,2021,D3,10000,Men,"Heys, Simon",SO-2,Wilmington (Ohio),29:54:93,1794.93,,,,2021 Sparky Adams Invitational,"Apr 2, 2021"
9,2021,D3,10000,Men,"Freiburger, Joe",JR-3,Wartburg,29:56:99,1796.99,,,,Meet of Champions,"Apr 16, 2021"
10,2021,D3,10000,Men,"Glavin, Alex",SR-4,Johns Hopkins,29:59:05,1799.05,,,,Virginia Challenge,"Apr 16, 2021"
11,2021,D3,10000,Men,"Sayre, Matthew",JR-3,SUNY Geneseo,30:01:42,1801.42,,,,St. John Fisher Cardinal Classic,"Apr 23, 2021"
12,2021,D3,10000,Men,"Fassbender, David",JR-3,Wis.-Whitewater,30:02:44,1802.44,,,,WIAC Outdoor Track & Field Championships,"May 7, 2021"
13,2021,D3,10000,Men,"Gregg, Ethan",SO-2,Wis.-La Crosse,30:04:35,1804.35,,,,WIAC Outdoor Track & Field Championships,"May 7, 2021"
